?municipalityURI
<http://localhost:8080/source/PREDAZZO>
<http://localhost:8080/source/MEZZOLOMBARDO>
<http://localhost:8080/source/LAVIS>
<http://localhost:8080/source/VALLELAGHI>
<http://localhost:8080/source/PREDAIA>
<http://localhost:8080/source/PEIO>
<http://localhost:8080/source/RABBI>
<http://localhost:8080/source/BORGO%20CHIESE>
<http://localhost:8080/source/VALDAONE>
<http://localhost:8080/source/COMANO%20TERME>
<http://localhost:8080/source/STORO>
<http://localhost:8080/source/CADERZONE%20TERME>
<http://localhost:8080/source/PINZOLO>
<http://localhost:8080/source/VILLA%20LAGARINA>
<http://localhost:8080/source/FOLGARIA>
<http://localhost:8080/source/BRENTONICO>
<http://localhost:8080/source/VALLARSA>
<http://localhost:8080/source/POZZA%20DI%20FASSA>
<http://localhost:8080/source/TESERO>
<http://localhost:8080/source/CANAL%20SAN%20BOVO>
<http://localhost:8080/source/CASTELLO%20TESINO>
<http://localhost:8080/source/CARANO>
<http://localhost:8080/source/PIEVE%20TESINO>
<http://localhost:8080/source/CASTEL%20IVANO>
<http://localhost:8080/source/RONCEGNO%20TERME>
<http://localhost:8080/source/GRIGNO>
<http://localhost:8080/source/BASELGA%20DI%20PINÈ>
<http://localhost:8080/source/ALTOPIANO%20DELLA%20VIGOLANA>
<http://localhost:8080/source/CAVEDINE>
<http://localhost:8080/source/CEMBRA%20LISIGNAGO>
<http://localhost:8080/source/FONDO>
<http://localhost:8080/source/ALTAVALLE>
<http://localhost:8080/source/PELLIZZANO>
<http://localhost:8080/source/SPIAZZO>
<http://localhost:8080/source/BLEGGIO%20SUPERIORE>
<http://localhost:8080/source/PIEVE%20DI%20BONO-PREZZO>
<http://localhost:8080/source/LEDRO>
<http://localhost:8080/source/DRO>
<http://localhost:8080/source/ISERA>
<http://localhost:8080/source/MORI>
<http://localhost:8080/source/AVIO>
<http://localhost:8080/source/NOMI>
<http://localhost:8080/source/VIGO%20DI%20FASSA>
<http://localhost:8080/source/SCURELLE>
<http://localhost:8080/source/PORTE%20DI%20RENDENA>
