"COD_RIA_OD","COD_RIA","COD_REGIONE","COD_ASL","STRUTTURA","COD_COMUNE","COMUNE","TELEFONO","LATITUDINE_P","LONGITUDINE_P","LATITUDINE_V","LONGITUDINE_V"
"RIA042101042027","042027","042","101","COMUNITA' TERAP. MASO S.PIETRO","022139","PERGINE VALSUGANA","0461515382","46.0620352","11.2441635","46,0620352","11,2441635"
